,ws_nazwa_pilkarza,ws_klub,ws_wiek,ws_pozycja1,ws_pozycja2,ws_pozycja3,ws_wystepy,ws_minuty,ws_bramki,ws_asysty,ws_zolte_kartki,ws_czerwone_kartki,ws_strzaly_na_mecz,ws_skutecznosc_podan,ws_wygrane_pojedynki_na_mecz,ws_MotM,ws_srednia_ocena
2530,João Mário,Porto, 23, D(R),,,8(2),643,-,3,2,-,0.6,81.1,0.8,-,6.88
2531,Tiago Silva,Vitoria de Guimaraes, 29, M(CL),FW,,13(1),1125,2,1,7,-,1.1,85.2,0.4,1,6.88
2532,Vítor Tormena,Braga, 27, D(CR),,,14(1),1266,1,-,4,1,0.8,85.2,1.9,-,6.88
2533,Stanislav Kritsyuk,Gil Vicente, 32, GK,,,7,630,-,-,1,-,-,80,0.4,-,6.87
2534,André Horta,Braga, 26, M(C),,,13(2),993,1,1,2,-,1.3,88.8,-,-,6.86
2535,Santiago Colombatto,Famalicao, 26, DMC,,,13(2),1201,1,2,7,-,0.9,88.6,0.6,1,6.86
2536,Stephen Eustáquio,Porto, 26, DMC,,,8(6),747,2,4,-,1,1,83.1,0.8,-,6.86
2537,Kennedy Boateng,Santa Clara, 26, D(C),,,14,1236,2,-,5,1,0.8,79.3,3.5,-,6.86
2538,Fahd Moufi,Portimonense, 26, D(R),M(R),,15,1290,-,1,1,1,0.3,73.3,2.2,1,6.85
2539,João Correia,Chaves, 26, D(R),,,15,1341,-,2,1,-,0.9,80.1,0.5,1,6.85
2540,Bracali,Boavista, 41, GK,,,10,900,-,-,1,-,-,60.9,0.2,2,6.85
2541,Afonso Taira,Casa Pia AC, 30, DMC,,,14(1),1073,-,1,7,-,0.4,76,0.9,-,6.85
2542,Matous Trmal,Maritimo, 24, GK,,,6,540,-,-,-,-,-,71.6,0.2,-,6.85
2543,Danilo Veiga,Gil Vicente, 20, D(R),,,8(1),684,-,-,-,-,0.2,81,1.3,-,6.84
2544,Hidemasa Morita,Sporting, 27, DMC,,,10(2),812,3,1,3,-,0.9,86.3,0.7,1,6.84
2545,Costinha,Rio Ave, 22, D(R),M(R),,16,1292,1,1,3,-,0.8,74.5,1.5,2,6.84
2546,Wendell,Porto, 29, D(CL),M(L),,9(2),790,-,-,1,-,0.5,88.8,0.8,-,6.84
2547,Pedrão,Portimonense, 25, D(C),,,13,1170,1,-,6,-,0.6,82.1,1.8,1,6.84
2548,Paulo Estrela,Portimonense, 23, DMC,,,13(1),1004,1,1,3,-,0.5,82.3,0.6,1,6.83
2549,Welinton Júnior,Portimonense, 29, AM(L),FW,,9,810,3,-,3,-,5.3,65.6,0.9,1,6.83
2550,Tiago Santos,Estoril, 20, D(R),,,13,1056,-,1,1,-,0.3,79,0.2,-,6.82
2551,Vitor Carvalho,Gil Vicente, 25, DMC,,,16,1420,-,-,4,-,1.2,84.2,2.1,-,6.82
2552,Pepe,Porto, 39, D(C),,,6(2),552,-,-,1,-,0.4,82.5,2.3,-,6.81
2553,Tomás Araújo,Gil Vicente, 20, D(C),,,6(1),541,-,1,1,-,0.4,86.2,2.4,-,6.81
2554,Bruno Langa,Chaves, 25, D(L),,,12,1025,-,-,3,-,0.6,72.6,0.8,-,6.81
2555,Igor Julião,Vizela, 28, D(LR),,,5(1),412,-,-,2,-,0.8,68.9,0.8,-,6.80
2556,Ignacio De Arruabarrena,Arouca, 26, GK,,,13,1170,-,-,3,-,-,58.3,0.4,1,6.79
2557,Luiz Júnior,Famalicao, 22, GK,,,16,1440,-,-,2,-,-,65.1,0.3,2,6.79
2558,Aziz Yakubu,Rio Ave, 24, FW,,,14(1),1139,6,3,2,-,1.3,71.1,0.9,1,6.79
2559,Alexandre Guedes,Pacos de Ferreira, 28, FW,,,2,180,-,-,-,-,1,84.4,1.5,-,6.78
2560,Zaydou Youssouf,Famalicao, 23, M(CR),,,9(6),846,2,-,2,-,0.6,78.7,0.6,1,6.78
2561,David Carmo,Porto, 23, D(C),,,7,630,-,-,1,-,0.6,82.6,2,-,6.78
2562,Yusupha Njie,Boavista, 28, AM(CL),FW,,7(3),728,4,1,2,-,2.9,73.6,2.1,1,6.78
2563,Jhonatan,Rio Ave, 31, GK,,,16,1440,-,-,1,-,-,66.2,0.3,1,6.77
2564,José Luis Rodríguez,Famalicao, 24, AM(R),,,6(1),508,1,3,3,-,2,72.5,0.9,1,6.77
2565,Josué Sá,Rio Ave, 30, D(C),DMC,,8(1),669,-,1,1,-,0.1,88.2,0.8,1,6.77
2566,Steven Vitória,Chaves, 36, D(C),,,15,1350,3,-,2,1,1.1,87.3,2.3,-,6.77
2567,Riccieli,Famalicao, 24, D(C),,,13,1170,-,-,1,-,0.5,87.1,2.7,-,6.77
2568,Hélder Sá,Vitoria de Guimaraes, 20, D(L),M(L),,9,758,-,-,1,-,0.3,80.9,0.6,-,6.76
2569,Bruno Xadas,Maritimo, 25, AM(CLR),FW,,14(1),1038,2,3,-,-,2.3,78.3,0.1,1,6.76
2570,André Amaro,Vitoria de Guimaraes, 20, D(C),,,15,1283,1,-,5,1,0.7,86.3,2,-,6.76
2571,Marcelo Carné,Maritimo, 32, GK,,,2,180,-,-,1,-,-,59.6,0.5,-,6.76
2572,Raphael Guzzo,Vizela, 28, DMC,,,13(1),1068,1,3,6,1,0.8,82.5,0.6,-,6.75
2573,Francisco Geraldes,Estoril, 27, M(CLR),,,11(1),904,2,2,3,-,1.2,76.7,0.6,-,6.75
2574,Luquinha,Portimonense, 22, AM(C),,,9(6),1012,2,1,1,-,1.1,81.4,0.6,1,6.75
2575,Moisés Mosquera,Maritimo, 21, D(C),,,6(2),633,-,1,3,-,0.6,77.9,2.6,1,6.75
2576,Nuno Moreira,Vizela, 23, AM(L),,,10(6),1042,1,1,3,-,2,71,0.4,-,6.75
2577,Antony,Arouca, 21, AM(L),,,8(7),884,3,1,1,-,1.9,73.3,0.3,-,6.75
2578,Nélson Monte,Chaves, 27, D(CR),,,15,1350,-,-,5,-,0.2,85.2,1.9,-,6.75
2579,Marko Grujic,Porto, 26, DMC,,,5(6),445,-,-,2,-,0.5,87.1,2.4,-,6.74
2580,Loreintz Rosier,Estoril, 24, DMC,,,12,1036,-,1,1,-,0.9,81.4,1.5,-,6.74
2581,Moustapha Seck,Portimonense, 26, D(L),,,15,1303,-,1,4,-,0.3,67.3,1.9,-,6.74
2582,Gilberto,Benfica, 29, D(R),M(R),,6(5),501,1,-,1,-,0.5,85.1,0.5,-,6.74
2583,João Teixeira,Chaves, 28, M(CL),,,15,1291,1,3,3,1,3.1,81.9,0.4,-,6.73
2584,Ibrahima Bamba,Vitoria de Guimaraes, 20, D(C),DMC,,15,1213,-,-,7,-,0.4,85.4,0.7,-,6.72
2585,Hernán De La Fuente,Famalicao, 26, D(R),M(R),,7(1),541,-,-,2,1,0.8,75.2,0.8,-,6.71
2586,Vasco Fernandes,Casa Pia AC, 36, D(CLR),,,16,1428,-,-,3,-,0.1,86.4,1.1,-,6.71
2587,Mohamed Lamine Diaby,Portimonense, 26, DMC,,,8(4),772,1,-,3,-,0.9,83.9,1.5,1,6.71
2588,Pierre Sagna,Santa Clara, 32, D(R),M(R),,15(1),1168,-,-,2,1,0.3,75.8,1.6,2,6.71
2589,Fran Navarro,Gil Vicente, 24, FW,,,16,1418,9,2,3,-,2.8,75.1,1,1,6.71
2590,Tiago Esgaio,Arouca, 27, D(CR),DMC,M(R),14,1257,-,1,5,-,0.4,67.9,2.1,-,6.71
2591,Paulo Henrique,Santa Clara, 26, D(L),,,8,651,-,1,3,-,0.6,70.5,3.3,-,6.70
2592,Héctor Hernández,Chaves, 27, FW,,,13,1070,5,-,1,-,2.2,75.4,0.9,1,6.70
2593,Nermin Zolotic,Casa Pia AC, 29, D(C),,,11(2),987,-,-,1,1,0.2,81.1,1.1,-,6.70
2594,Chico Lamba,Sporting, 19, Defender,,,0(1),45,-,-,-,-,-,95,1,-,6.70
2595,Guima,Chaves, 27, DMC,,,11(4),1034,-,-,6,-,0.6,84.5,0.8,-,6.70
2596,Tomás Silva,Vizela, 23, D(R),,,8(4),724,-,2,2,1,0.3,70.9,1.1,-,6.70
2597,Lucas Soares,Casa Pia AC, 24, M(R),,,16,1396,-,2,2,1,1,76.8,0.8,1,6.70
2598,Ângelo Neto,Casa Pia AC, 31, M(C),,,10(5),786,2,1,3,-,0.5,82.3,0.2,1,6.70
2599,Marafona,Pacos de Ferreira, 35, GK,,,2,180,-,-,1,-,-,63.3,0.5,-,6.70
2600,Saviour Godwin,Casa Pia AC, 26, AM(L),,,14(1),1227,3,1,3,-,2.1,68.3,0.2,1,6.69
2601,Odysseas Vlachodimos,Benfica, 28, GK,,,16,1440,-,-,-,-,-,83.9,0.1,-,6.69
2602,Oday Dabbagh,Arouca, 24, FW,,,6(3),552,4,-,-,-,1.3,76.2,1.4,1,6.69
2603,Pedro Álvaro,Estoril, 22, D(C),,,11(1),1001,-,-,5,-,-,85.5,2,-,6.69
2604,Diogo Costa,Porto, 23, GK,,,16,1440,-,-,1,-,-,76.4,0.1,-,6.68
2605,Guga,Rio Ave, 25, AM(C),,,15,1312,2,1,3,1,1.1,87.3,0.2,1,6.68
2606,Gonçalo Inácio,Sporting, 21, D(C),,,14(1),1219,-,1,3,-,0.6,90.4,2.1,-,6.68
2607,Fabijan Buntic,Vizela, 25, GK,,,16,1440,-,-,3,-,-,58.5,0.3,1,6.67
2608,Matheus Pereira,Vizela, 22, Defender,,,3(1),259,1,-,2,-,0.3,68.1,0.8,-,6.67
2609,João Mendes,Chaves, 28, AM(C),,,14,1039,2,-,1,-,1.6,81.5,0.1,-,6.66
2610,Diego Lainez,Braga, 22, AM(R),,,1(5),154,1,2,3,-,1.3,91.6,0.2,-,6.66
2611,Sebastián Coates,Sporting, 32, D(C),,,14,1200,-,-,4,-,0.6,89.7,1.5,-,6.65
2612,Rodrigo Abascal,Boavista, 29, D(C),,,11,861,-,1,3,-,0.2,81.1,0.7,-,6.64
2613,Nélson da Luz,Vitoria de Guimaraes, 24, AM(L),,,8(7),766,3,-,2,-,1.2,83,0.5,1,6.64
2614,Mamadou Tounkara,Vitoria de Guimaraes, 21, Defender,,,2(2),270,-,-,-,-,-,82.5,2.5,-,6.64
2615,Mihailo Ristic,Benfica, 27, D(L),M(L),,1(4),104,1,1,-,-,0.6,88.3,0.2,-,6.63
2616,Bruno Costa,Porto, 25, D(R),M(C),,4(2),267,-,1,-,-,0.8,82,0.3,1,6.63
2617,Kiko Bondoso,Vizela, 27, AM(LR),,,16,1330,2,1,1,-,1.1,76.6,0.3,-,6.63
2618,Sidy Sarr,Chaves, 26, DMC,,,0(1),21,-,-,-,-,-,71.4,2,-,6.62
2619,Abel Ruiz,Braga, 22, FW,,,9(7),769,3,4,1,-,1.6,80.3,0.6,-,6.62
2620,Alex Méndez,Vizela, 22, AM(C),,,9(5),903,-,-,5,-,0.9,78.4,0.5,-,6.62
2621,Rodrigo Conceição,Porto, 23, D(R),,,4(6),342,-,-,-,-,0.1,78.9,0.6,-,6.62
2622,David Simão,Arouca, 32, DMC,,,13(1),1132,-,3,5,-,0.6,81.8,0.4,-,6.61
2623,Matheus Reis,Sporting, 27, D(CL),M(L),,14(2),1285,-,-,3,-,0.3,90.2,0.8,-,6.61
2624,Toni Martínez,Porto, 25, FW,,,3(12),465,2,1,-,-,2,67.1,1.8,-,6.61
2625,Pedro Amaral,Rio Ave, 25, D(L),M(L),,11(1),989,1,2,5,-,0.6,78.2,0.2,-,6.60
2626,Cristian Tassano,Santa Clara, 26, D(C),,,11(2),1055,1,-,4,1,0.8,85.4,1.3,-,6.60
2627,Luís Neto,Sporting, 34, D(C),,,4(1),254,-,-,1,-,0.2,91.2,1.4,-,6.60
2628,Gaïus Makouta,Boavista, 25, DMC,,,14(1),1227,-,1,4,-,0.8,79.1,1.7,-,6.60
2629,Takahiro Kunimoto,Casa Pia AC, 25, AM(R),,,14,1010,1,2,3,-,0.9,74.8,0.3,1,6.60
2630,Emmanuel Boateng,Rio Ave, 26, AM(LR),FW,,9(3),764,4,-,3,-,1.5,68.1,2,-,6.60
2631,Uros Racic,Braga, 24, DMC,,,5(6),510,-,-,1,-,1.5,88.5,0.7,-,6.59
2632,Zié Mohamed Ouattara,Portimonense, 23, D(R),M(R),,9(5),802,1,-,2,-,0.5,77.7,1.1,-,6.59
2633,Sebastián Pérez,Boavista, 29, DMC,,,14,1234,1,-,4,-,0.5,86.9,0.4,1,6.59
2634,Lucas Cunha,Gil Vicente, 25, D(C),,,14,1260,-,-,5,-,0.3,86.3,1.4,-,6.59
2635,Gabriel Silva,Santa Clara, 20, AM(R),FW,,13(3),1119,1,-,3,-,1.3,63.5,0.6,1,6.59
2636,Dylan Batubinsika,Famalicao, 26, D(C),,,2,180,-,-,1,-,0.5,92.2,2,-,6.59
2637,Juan Manuel Boselli,Gil Vicente, 23, AM(R),,,8(5),594,1,-,3,-,1.2,80.6,0.8,-,6.58
2638,Marco Pereira,Santa Clara, 36, GK,,,8,720,-,-,1,-,-,70,0.1,1,6.58
2639,Claudio Winck,Maritimo, 28, D(R),M(R),,16,1402,2,1,2,-,1.1,63.2,1.3,-,6.58
2640,Sandro Cruz,Chaves, 21, D(L),,,3(2),323,-,-,1,-,0.2,79.5,0.8,-,6.58
2641,Ruben Lameiras,Vitoria de Guimaraes, 28, M(LR),,,10(3),893,1,1,4,-,1.8,72.9,0.1,1,6.57
2642,Enea Mihaj,Famalicao, 24, D(C),,,14,1260,-,-,2,-,0.5,88.5,1.5,-,6.57
2643,Victor Bobsin,Santa Clara, 23, DMC,,,14(1),1204,-,-,5,-,0.5,78.3,0.8,-,6.57
2644,Milutin Osmajic,Vizela, 23, FW,,,9(5),756,4,-,2,-,1.5,62.4,2.2,-,6.57
2645,Jhonder Cádiz,Famalicao, 27, FW,,,3(8),433,1,-,-,-,1,62.9,3,-,6.57
2646,Yago Cariello,Portimonense, 23, FW,,,12(1),1007,2,-,4,-,2.8,62.6,2.7,1,6.56
2647,Luís Santos,Boavista, 23, M(R),,,2,180,-,-,-,-,2,74.6,2,-,6.56
2648,Kenji Gorré,Boavista, 28, AM(CL),,,10(5),806,1,3,1,-,1.3,77.4,-,1,6.56
2649,Julian Draxler,Benfica, 29, AM(CLR),FW,,3(4),291,1,-,-,-,1.1,92,0.1,-,6.56
2650,Patrick William,Rio Ave, 25, D(CR),,,9(1),716,-,-,2,-,0.5,84.4,1.1,-,6.56
2651,Kévin Zohi,Vizela, 26, AM(LR),,,9(6),641,2,2,1,-,1.1,68.3,0.5,1,6.55
2652,Adrián Marín,Gil Vicente, 26, D(L),M(L),,13,1116,-,-,2,1,0.2,74,1.6,1,6.55
2653,Pedro Sá,Portimonense, 29, DMC,,,5,323,-,1,1,-,0.2,80.8,0.4,-,6.55
2654,Claudemir,Vizela, 34, DMC,,,6(5),574,-,1,3,-,0.5,85.3,0.6,-,6.55
2655,Ivanildo Fernandes,Vizela, 26, D(C),,,6(2),513,-,-,1,1,0.4,71.7,1.8,-,6.55
2656,Bernardo Vital,Estoril, 22, D(C),,,13,1170,-,-,4,-,-,89.1,1.6,-,6.54
2657,Álvaro Djaló,Braga, 23, Forward,,,0(10),227,-,3,2,-,1.3,64.1,0.5,-,6.53
2658,Mikel Villanueva,Vitoria de Guimaraes, 29, D(C),,,14,1216,-,-,1,-,0.1,84.2,1.1,-,6.53
2659,Carraça,Gil Vicente, 29, D(R),M(CR),,6(4),618,-,-,1,-,0.4,83.7,0.9,-,6.53
2660,João Carvalho,Estoril, 25, AM(CL),,,9(2),743,-,-,2,1,0.5,83.2,0.3,-,6.53
2661,Luíz Carlos,Pacos de Ferreira, 37, D(R),DMC,,4(1),274,-,1,1,-,0.4,86.8,0.4,-,6.53
2662,Bruno,Boavista, 23, M(L),,,12,1067,-,-,3,-,0.8,77.1,1.5,-,6.53
2663,Friday Etim,Vizela, 20, Forward,,,0(5),89,1,-,-,-,1.4,66.7,1.2,-,6.53
2664,James Léa Siliki,Estoril, 26, M(CLR),,,6(8),597,3,-,5,-,0.9,66.7,0.4,-,6.53
2665,André Bukia,Arouca, 27, AM(LR),,,13(1),1041,2,-,2,-,1.4,81.1,-,1,6.52
2666,Jota Silva,Vitoria de Guimaraes, 23, Forward,,,7(7),632,1,2,2,-,0.9,64.2,1.2,-,6.52
2667,André Franco,Porto, 24, AM(C),,,1(3),118,1,-,1,-,1,84.6,0.3,-,6.52
2668,Bruno Varela,Vitoria de Guimaraes, 28, GK,,,16,1440,-,-,4,-,-,61.9,0.5,2,6.51
2669,Andrew,Gil Vicente, 21, GK,,,9,810,-,-,-,-,-,76,0.2,1,6.51
2670,Romário Baró,Casa Pia AC, 22, M(C),,,6(3),508,-,1,1,-,0.6,85.3,0.6,-,6.51
2671,Mor Ndiaye,Estoril, 22, DMC,,,9(5),880,-,-,3,1,0.3,83.1,1,-,6.51
2672,Bruno Almeida,Santa Clara, 26, AM(C),,,8(2),600,1,3,-,1,1.3,74.5,-,2,6.50
2673,Michael Johnston,Vitoria de Guimaraes, 23, AM(L),,,6(4),562,1,2,2,-,0.8,72.4,-,-,6.50
2674,Andreas Samaris,Rio Ave, 33, D(C),DMC,,7(2),505,-,1,1,-,0.4,81.8,0.4,1,6.50
2675,Zaidu Sanusi,Porto, 25, D(L),M(L),,7(2),623,-,-,1,-,0.4,83,1.2,-,6.50
2676,Rúben Lima,Famalicao, 33, D(CL),M(L),,10(3),854,-,-,2,-,0.2,72.7,1.4,-,6.50
2677,Juan Delgado,Pacos de Ferreira, 29, D(R),M(LR),,15,1328,-,1,6,-,0.5,80,0.7,-,6.49
2678,Antonio Adán,Sporting, 35, GK,,,16,1440,-,-,2,-,-,82.8,0.1,-,6.49
2679,Álex Millán,Famalicao, 23, FW,,,10(3),779,2,-,1,-,0.8,75.5,0.9,-,6.49
2680,Alan Ruiz,Arouca, 29, AM(CR),FW,,14,1059,-,-,7,-,1.6,76.2,1.8,-,6.49
2681,Heriberto Tavares,Famalicao, 25, M(CLR),FW,,2(2),216,-,-,-,-,1.3,77.8,1,-,6.49
2682,Matchoi Djaló,Pacos de Ferreira, 19, AM(C),,,13(1),1079,1,-,9,1,2.3,78.4,0.8,-,6.49
2683,Zainadine Júnior,Maritimo, 34, D(C),,,8(1),731,-,-,-,-,0.1,81.1,2.8,-,6.49
2684,Vitor Costa,Maritimo, 28, D(L),M(L),,12,985,-,-,3,1,0.4,75.9,1.3,-,6.49
2685,Rafa Mújica,Arouca, 24, FW,,,10(3),672,3,-,-,-,1.3,73.1,1,2,6.49
2686,Paulo Vitor,Rio Ave, 23, M(L),,,7(6),728,-,1,2,-,1.4,81.5,0.1,-,6.48
2687,Benji Michel,Arouca, 25, AM(LR),FW,,0(1),22,-,-,-,-,1,66.7,2,-,6.48
2688,Jerome Opoku,Arouca, 24, D(CL),,,14,1240,-,1,4,2,0.1,79.7,1.6,-,6.48
2689,Vitinho,Arouca, 23, AM(C),,,2(7),239,-,2,1,-,0.7,70.3,0.7,-,6.48
2690,Joãozinho,Estoril, 33, D(L),,,14,1196,-,3,3,-,-,80.8,0.8,1,6.48
2691,Francisco Moura,Famalicao, 23, D(L),M(L),,9(4),830,1,1,2,-,0.5,79.4,1,1,6.48
2692,Derick Poloni,Casa Pia AC, 29, Defender,,,3(3),293,-,-,-,-,0.8,64.2,1,-,6.48
2693,Erison,Estoril, 23, FW,,,9(1),622,2,-,-,-,1.4,72.1,1.9,-,6.48
2694,Fredrik Aursnes,Benfica, 27, M(CL),,,7(4),654,-,1,3,-,0.7,88,0.7,-,6.47
2695,João Afonso,Maritimo, 27, DMC,,,9(2),745,-,-,4,-,0.1,82.1,1.7,-,6.47
2696,Antunes,Pacos de Ferreira, 35, D(L),M(L),,16,1336,-,2,5,1,1,72.9,0.4,-,6.47
2697,André André,Vitoria de Guimaraes, 33, M(C),,,11(1),862,-,-,4,-,0.4,88.5,0.5,-,6.47
2698,Mateus Quaresma,Arouca, 26, D(L),,,14(1),1244,1,-,4,1,0.3,76.5,0.9,-,6.47
2699,Bruno Lourenço,Boavista, 24, AM(LR),,,9(4),787,2,1,4,-,1.1,78.5,0.3,1,6.47
2700,Morlaye Sylla,Arouca, 24, Midfielder,,,5(10),660,1,2,1,-,1,81.9,0.5,-,6.46
2701,Diogo Mendes,Maritimo, 24, DMC,,,13,961,-,-,2,-,0.2,83.1,1.5,-,6.45
2702,Juninho,Chaves, 26, Forward,,,6(7),642,2,-,1,-,1.2,71.6,0.9,1,6.45
2703,Anderson Silva,Vitoria de Guimaraes, 25, FW,,,12(4),959,3,-,-,1,2.3,67.4,0.9,-,6.45
2704,Víctor Gómez,Braga, 22, D(R),M(R),,5(3),453,-,-,-,-,0.1,80.7,0.4,-,6.45
2705,Rúben Fernandes,Gil Vicente, 36, D(CL),,,11(1),991,-,-,-,-,0.4,85.5,1.6,-,6.45
2706,Léo Bolgado,Casa Pia AC, 24, Defender,,,2(6),310,1,-,3,-,0.1,84.7,1.5,-,6.44
2707,Gabriel Veron,Porto, 20, AM(LR),,,2(9),307,-,1,1,-,1.2,79.2,0.2,-,6.44
2708,Pedro Tiba,Gil Vicente, 34, DMC,,,6(5),482,-,-,2,-,1.1,83.5,0.2,-,6.44
2709,Bruno Gaspar,Vitoria de Guimaraes, 29, D(R),M(R),,0(2),77,-,-,-,-,-,73.5,0.5,-,6.44
2710,Kanya Fujimoto,Gil Vicente, 23, AM(CR),,,16,1281,-,2,-,-,0.7,83.2,0.1,-,6.44
2711,Flávio Ramos,Pacos de Ferreira, 28, D(C),,,9,751,-,-,1,-,0.3,85,2.2,-,6.44
2712,MT,Santa Clara, 21, Midfielder,,,5(3),437,-,-,1,-,0.8,75,1.1,-,6.44
2713,Rafael Brito,Maritimo, 21, Midfielder,,,4(4),404,-,-,5,-,0.4,76.6,0.9,-,6.44
2714,Anderson Oliveira,Portimonense, 24, AM(LR),,,5(1),379,-,-,2,-,1.5,80.9,0.2,-,6.44
2715,Martín Aguirregabiria,Famalicao, 26, D(LR),M(R),,1(4),131,-,1,-,-,-,82.6,0.2,-,6.43
2716,Fernando Varela,Casa Pia AC, 35, D(C),,,10(2),802,-,-,2,-,0.5,83.6,1.5,-,6.43
2717,Allano,Santa Clara, 27, AM(LR),,,6(3),514,1,-,2,-,0.7,72.9,0.8,-,6.43
2718,Fábio Ronaldo,Rio Ave, 21, Forward,,,7(7),722,1,1,2,-,0.4,76.3,0.2,-,6.43
2719,Miguel Baeza,Rio Ave, 22, AM(C),,,9(2),679,-,1,-,-,0.9,81,0.3,-,6.43
2720,José Marsà,Sporting, 20, Defender,,,2,118,-,-,-,-,-,94.9,0.5,-,6.43
2721,Bruno Rodrigues,Braga, 21, D(C),,,1,90,-,-,-,-,1,87.3,2,-,6.42
2722,Vincent Sasso,Boavista, 31, D(C),,,12(1),1086,2,-,4,-,0.5,89.6,1.7,1,6.42
2723,Nigel Thomas,Pacos de Ferreira, 21, AM(R),,,10(6),924,2,-,2,-,1.3,75.1,0.3,-,6.42
2724,Nicolás Gaitán,Pacos de Ferreira, 34, M(CLR),FW,,8(2),610,1,-,1,-,1.1,71.5,0.5,1,6.42
2725,João Graça,Rio Ave, 27, Midfielder,,,1(5),206,-,-,2,-,-,90.8,0.5,1,6.41
2726,Afonso Freitas,Vitoria de Guimaraes, 22, Defender,,,7(1),484,-,1,3,1,0.3,74.2,1.4,-,6.41
2727,Murilo Souza,Gil Vicente, 28, M(LR),,,9(1),750,2,-,1,-,1.4,81.3,0.6,1,6.41
2728,Renato Pantalon,Rio Ave, 25, D(C),,,7(1),595,-,-,3,-,0.4,82.3,1.3,-,6.41
2729,Junior Kadile,Famalicao, 20, AM(L),,,8(4),637,1,-,1,-,1.4,71.3,0.7,-,6.41
2730,Rafael Martins,Casa Pia AC, 33, FW,,,9(5),703,2,1,2,-,1.1,64.5,1.4,-,6.41
2731,Jordi,Pacos de Ferreira, 29, GK,,,6,540,-,-,1,-,-,51.6,0.8,1,6.41
2732,Léo Andrade,Maritimo, 24, D(C),,,12,1065,1,-,3,-,0.6,81,1.8,-,6.41
2733,Jeremiah St. Juste,Sporting, 26, D(CR),DMC,,3(9),423,1,-,2,-,0.3,94.6,0.5,-,6.40
2734,Kevin Villodres,Gil Vicente, 21, AM(L),,,6(6),565,-,-,3,-,1.7,75.6,0.2,-,6.40
2735,Dinis Pinto,Braga, 22, Defender,,,0(1),7,-,-,-,-,-,75,-,-,6.40
2736,André Silva,Vitoria de Guimaraes, 25, FW,,,5(2),423,2,-,2,-,2.1,58.5,1.3,-,6.40
2737,Adriano,Santa Clara, 23, DMC,,,11(3),853,-,1,4,-,0.1,75.8,0.4,-,6.40
2738,Fábio China,Maritimo, 30, D(L),M(L),,2(5),248,-,-,1,-,0.1,77.1,-,-,6.40
2739,Gustavo Assunção,Famalicao, 22, DMC,,,7(3),568,1,-,3,-,0.2,83.2,0.8,-,6.40
2740,João Carlos,Estoril, 27, FW,,,4(5),418,2,-,2,-,1.3,61,1.3,1,6.40
2741,Matheus Costa,Maritimo, 27, D(C),,,11(2),873,-,-,1,1,0.3,83.9,2.2,-,6.39
2742,Jonathan Arriba,Chaves, 21, AM(R),,,7(5),611,1,1,-,-,1.3,80.5,0.6,-,6.39
2743,André Vidigal,Maritimo, 24, AM(LR),FW,,15,1300,3,-,3,1,2.1,74.3,0.7,1,6.39
2744,Ewerton,Portimonense, 30, M(C),,,6(6),582,1,1,3,-,0.8,79.7,0.2,-,6.39
2745,Carlos Ponck,Chaves, 28, D(C),,,3(1),271,-,-,2,-,0.8,92.2,1.8,-,6.38
2746,Anderson Carvalho,Santa Clara, 32, M(C),,,5(6),491,-,-,4,-,0.6,73.3,0.4,-,6.38
2747,Julian Weigl,Benfica, 27, D(C),DMC,,0(2),57,-,-,1,-,0.5,97.5,0.5,-,6.38
2748,Matheus Babi,Santa Clara, 25, FW,,,6(6),601,2,-,4,-,1.4,62.8,2.6,-,6.38
2749,Miguel Nóbrega,Rio Ave, 22, D(C),,,5(3),468,-,-,-,-,0.4,83.3,1.4,-,6.38
2750,Diogo Gonçalves,Benfica, 25, D(R),M(LR),,2(8),296,-,-,-,-,1.5,81.7,-,-,6.38
2751,Jordan Holsgrove,Pacos de Ferreira, 23, M(C),,,5(3),543,-,-,5,-,0.8,86.4,0.3,-,6.37
2752,Xavier Quintillá,Santa Clara, 26, D(L),,,5(3),450,-,1,-,-,0.3,73.2,0.6,-,6.37
2753,Euller,Chaves, 28, D(L),M(L),,1(5),178,-,-,1,-,0.3,77.9,0.3,-,6.37
2754,Matheus Bueno,Gil Vicente, 24, M(C),,,4(9),556,-,1,1,-,0.4,82.6,0.2,-,6.37
2755,Chiquinho,Benfica, 27, AM(C),FW,,2(6),261,-,-,-,-,0.5,90.7,0.1,-,6.37
2756,Rochinha,Sporting, 27, AM(CLR),FW,,3(9),372,1,2,2,-,1.1,78.8,-,-,6.37
2757,Miguel Silva,Maritimo, 27, GK,,,8,720,-,-,1,-,-,52.2,0.4,-,6.37
2758,Castro,Braga, 34, M(C),,,2(11),338,1,-,-,-,0.3,85.7,0.4,-,6.36
2759,Ricardo Esgaio,Sporting, 29, D(R),M(R),,6(6),435,-,1,3,-,0.3,84.6,0.4,-,6.36
2760,Léo Pereira,Maritimo, 22, AM(LR),,,2,135,-,-,-,-,0.5,66.7,0.5,-,6.36
2761,Paulo,Santa Clara, 20, Defender,,,5(1),463,-,-,2,-,0.2,81.4,1.5,-,6.35
2762,Val,Maritimo, 25, DMC,,,0(1),24,-,-,1,-,-,83.3,-,-,6.35
2763,Volnei Feltes,Estoril, 22, Defender,,,0(1),8,-,-,-,-,-,100,1,-,6.35
2764,Flávio Nazinho,Sporting, 19, Defender,,,2(1),103,-,-,-,-,0.7,74.4,0.3,-,6.35
